1e-20	9.44029266367e-05
1.26185688307e-20	8.75872968797e-05
1.59228279334e-20	8.98039625268e-05
2.00923300257e-20	8.82418797826e-05
2.53536449397e-20	9.06452801199e-05
3.1992671378e-20	0.000105473647733
4.0370172586e-20	9.4622265569e-05
5.09413801482e-20	0.000100316063296
6.42807311728e-20	9.48314279387e-05
8.1113083079e-20	9.66535217133e-05
1.0235310219e-19	9.91255292827e-05
1.29154966501e-19	9.97235777958e-05
1.62975083462e-19	0.000112230198155
2.05651230835e-19	0.000100133030283
2.5950242114e-19	0.000101676752565
3.27454916288e-19	0.000106655682439
4.13201240012e-19	0.000104809069238
5.214008288e-19	0.000105772823096
6.57933224658e-19	0.000105611265325
8.30217568132e-19	0.000107181194774
1.04761575279e-18	0.000110470046266
1.32194114847e-18	0.000166975341737
1.6681005372e-18	0.0270057265893
2.10490414451e-18	0.0258656340654
2.65608778295e-18	0.0239837214813
3.35160265094e-18	0.0260989645827
4.22924287439e-18	0.0223346743687
5.33669923121e-18	0.0189544113542
6.73415065775e-18	0.0159969705615
8.49753435909e-18	0.0159884185273
1.07226722201e-17	0.0133831853624
1.35304777458e-17	0.011187219689
1.70735264747e-17	0.00934217283738
2.15443469003e-17	0.00921856934304
2.71858824273e-17	0.00768331262758
3.43046928631e-17	nan
4.32876128108e-17	nan
5.46227721768e-17	nan
6.89261210435e-17	nan
8.69749002618e-17	nan
1.09749876549e-16	nan
1.38488637139e-16	nan
1.74752840001e-16	nan
2.2051307399e-16	nan
2.78255940221e-16	nan
3.51119173422e-16	nan
4.43062145758e-16	0.00561239473115
5.59081018251e-16	0.00590355634963
7.05480231072e-16	0.00732700308785
8.90215085445e-16	0.00770987055568
1.12332403298e-15	0.00810896386436
1.41747416293e-15	0.0085291136389
1.78864952906e-15	0.0105934463276
2.25701971963e-15	0.0111423278733
2.84803586844e-15	0.0117187078198
3.5938136638e-15	0.0123255300275
4.53487850813e-15	0.0153118656947
5.72236765935e-15	0.0161039873687
7.22080901839e-15	0.0169367957245
9.11162756115e-15	0.0178137537642
1.1497569954e-14	0.022130968741
1.4508287785e-14	0.0232752536691
1.8307382803e-14	0.0244785268093
2.31012970008e-14	0.0303945970674
2.91505306283e-14	0.0319842445051
3.67837977183e-14	0.0336364418625
4.64158883361e-14	0.0353732497503
5.85702081806e-14	0.0439397793385
7.39072203353e-14	0.0462023807943
9.32603346883e-14	0.0485765343005
1.17681195243e-13	0.0510656227428
1.48496826225e-13	0.0633478753708
1.87381742286e-13	0.0665324021048
2.36448941265e-13	0.0698336710638
2.98364724028e-13	0.0732330931438
3.76493580679e-13	0.0900669478858
4.7508101621e-13	0.0939050290504
5.99484250319e-13	0.0975417948515
7.56463327555e-13	0.100796156192
9.54548456662e-13	0.118129610312
1.20450354026e-12	0.118721749734
1.51991108295e-12	0.117678506873
1.91791026167e-12	0.114852813359
2.42012826479e-12	0.117142138446
3.05385550883e-12	0.109199930133
3.85352859371e-12	0.100590510433
4.86260158007e-12	0.0933948331289
6.13590727341e-12	0.0841524450242
7.74263682681e-12	0.0755367719461
9.77009957299e-12	0.0676229857656
1.23284673944e-11	0.0605810817126
1.55567614393e-11	0.0540217442473
1.96304065004e-11	0.0481453432127
2.47707635599e-11	0.0428919255689
3.12571584969e-11	0.038214740929
3.94420605944e-11	0.0340268045241
4.97702356433e-11	0.0302955801772
6.28029144183e-11	0.0269721800222
7.92482898354e-11	0.024013610399
1e-10	0.0213778124486


1e-20	2.34748027714e-05
1.26185688307e-20	2.32107317459e-05
1.59228279334e-20	5.37734318409e-05
2.00923300257e-20	2.30582148567e-05
2.53536449397e-20	8.73070922707e-05
3.1992671378e-20	2.59094621174e-05
4.0370172586e-20	2.98219402494e-05
5.09413801482e-20	3.20119527428e-05
6.42807311728e-20	2.78238759034e-05
8.1113083079e-20	2.84416204974e-05
1.0235310219e-19	3.1435480326e-05
1.29154966501e-19	3.33184613298e-05
1.62975083462e-19	3.08701670251e-05
2.05651230835e-19	3.49153385329e-05
2.5950242114e-19	3.34173480614e-05
3.27454916288e-19	3.25037699562e-05
4.13201240012e-19	3.50117775962e-05
5.214008288e-19	6.91696799525e-05
6.57933224658e-19	3.30959661013e-05
8.30217568132e-19	3.40611605498e-05
1.04761575279e-18	3.46840902826e-05
1.32194114847e-18	3.55228173665e-05
1.6681005372e-18	0.0562714205827
2.10490414451e-18	0.0959810480613
2.65608778295e-18	0.0919291871354
3.35160265094e-18	0.107004759984
4.22924287439e-18	0.0927634997846
5.33669923121e-18	0.0793831972404
6.73415065775e-18	0.0673706725809
