0.5	5e-6	6000	1e-6	1e-29
19	6e-6	50	1e-6	1e-29
156	4.87e-6	39	1e-6	1e-29
549	13.9e-6	8	1e-6	1e-29
1289	21.8e-6	9	1e-6	1e-29
