2.92120823321e+12	2.24601442401e+14	1.38922920698e+16	2.34004498918e+16	9.09307412919e+15	
3.06437017181e+12	2.57570311767e+14	1.64996941022e+16	2.7660043561e+16	1.07438529408e+16	
3.22271026586e+12	2.97382229386e+14	1.96407947819e+16	3.27915602433e+16	1.27325558665e+16	
3.47252522629e+12	3.45335209932e+14	2.3423906099e+16	3.8972782324e+16	1.51281064422e+16	
3.76026912697e+12	4.03237475087e+14	2.79801657998e+16	4.64177289318e+16	1.80133709502e+16	
4.19281523165e+12	4.73024568899e+14	3.34672585469e+16	5.53834932837e+16	2.14881387563e+16	
4.57185237435e+12	5.56964513137e+14	4.00733198084e+16	6.61795500453e+16	2.56722160131e+16	
5.1838557538e+12	6.58261919204e+14	4.80279551406e+16	7.9177085993e+16	3.07094993909e+16	
5.90347441579e+12	7.79963110315e+14	5.76012535643e+16	9.4821278005e+16	3.67724841623e+16	
6.65898355711e+12	9.26552940033e+14	6.91200873975e+16	1.13644077252e+17	4.40673974103e+16	
7.70064998189e+12	1.1030577496e+15	8.29708773178e+16	1.36279852083e+17	5.28401161581e+16	
8.84784482878e+12	1.31486693959e+15	9.96152109546e+16	1.63481735091e+17	6.33824288488e+16	
1.0215317845e+13	1.56941212892e+15	1.19599358247e+17	1.9613628424e+17	7.60379208271e+16	
1.21814768188e+13	1.87422086435e+15	1.43549846871e+17	2.35277275079e+17	9.12073354251e+16	
1.40774319045e+13	2.23917603825e+15	1.72193981356e+17	2.82092079062e+17	1.09350436484e+17	
1.69090779147e+13	2.6738758248e+15	2.06350950351e+17	3.37908295523e+17	1.30982415467e+17	
1.96155318547e+13	3.19012158365e+15	2.4688861272e+17	4.04160241776e+17	1.56659113694e+17	
2.29228862952e+13	3.79868472297e+15	2.94704024515e+17	4.82301644036e+17	1.86943647031e+17	
2.69621365791e+13	4.51129344426e+15	3.50604332816e+17	5.73647025732e+17	2.223452871e+17	
3.21213163379e+13	5.33272435922e+15	4.15131207075e+17	6.7910365267e+17	2.63215768367e+17	
3.72167072331e+13	6.26560990093e+15	4.88368772042e+17	7.98798327496e+17	3.09604523251e+17	
4.31483172043e+13	7.30007676604e+15	5.69624910317e+17	9.31599360102e+17	3.61073692044e+17	
4.91541750634e+13	8.41495529902e+15	6.57171577325e+17	1.07467504111e+18	4.16523262458e+17	
5.53087831143e+13	9.57485281439e+15	7.48083001947e+17	1.22327198104e+18	4.74114638249e+17	
6.1834382242e+13	1.07266004263e+16	8.3850571294e+17	1.37105749164e+18	5.31390275391e+17	
6.72160015878e+13	1.18186812105e+16	9.24160318576e+17	1.51106317671e+18	5.85653169064e+17	
7.33695350146e+13	1.28039407903e+16	1.00126715124e+18	1.63711742359e+18	6.34507662991e+17	
7.7273488106e+13	1.36481250918e+16	1.06728267167e+18	1.74507516302e+18	6.76349555647e+17	
8.14535980864e+13	1.43413881958e+16	1.12127449379e+18	1.83340497324e+18	7.10585592819e+17	
8.4228130435e+13	1.4890234963e+16	1.16373381587e+18	1.90291865462e+18	7.37530756893e+17	
8.6917311631e+13	1.53140029829e+16	1.19609865049e+18	1.95598540474e+18	7.58103286681e+17	
8.89277865651e+13	1.56381316675e+16	1.22022455869e+18	1.99566506303e+18	7.73490145167e+17	
9.09088761972e+13	1.58878683596e+16	1.23799556355e+18	2.02505740273e+18	7.84893339758e+17	
9.29909356567e+13	1.60875134944e+16	1.25108775318e+18	2.04694677305e+18	7.93393764976e+17	
9.52697749613e+13	1.62591002472e+16	1.26090598231e+18	2.06368341343e+18	7.99904030333e+17	
9.80609506951e+13	1.64222428245e+16	1.26827292523e+18	2.07721024358e+18	8.05179802558e+17	
