2255.04877438	906.800682765	489.546157105	339.584952224	274.409994954	
2008.65190568	807.719519006	0.0	302.480356176	244.42670422	
1789.1774709	719.464424568	388.410651678	269.42999593	217.719535014	
1593.683822	640.852477732	345.971140475	239.990839484	193.930512466	
1419.55117145	570.830028664	308.168764883	213.768353088	172.740783693	
1264.46105011	508.458553769	274.4968477	190.411054174	153.866344002	
1126.28523029	452.902171563	0.0	169.605877837	137.054210531	
1003.22217827	403.448611434	217.788452344	151.073970109	122.079046657	
893.606612502	359.336875239	193.991898064	134.566942725	108.740133076	
795.966364486	320.07410034	172.795463274	119.863547892	96.8586939892	
708.995262281	285.101350799	153.915047746	106.766713008	86.2754729578	
631.527186684	253.949883329	137.09759124	95.1008978237	76.8486236434	
562.523658202	226.202166799	122.117686676	84.7097424202	68.4517956381	
501.069313413	201.486295059	108.774664543	75.4539714904	60.972441102	
446.346972956	179.470985658	96.8893528201	67.2095281963	54.3103155918	
397.678184104	159.861172054	86.302782616	59.8659105858	48.3761256302	
354.107814891	142.396923479	76.8729495608	53.3246896325	43.0903295212	
315.416520327	126.835400591	68.4734619688	47.4981919984	38.3820844109	
280.956782168	112.976787285	60.9917409399	42.3083243085	34.1882837606	
250.254111465	100.632479781	54.3275066137	37.6855247047	30.4527171153	
223.089414339	89.636876589	48.3914368068	33.5678333364	27.1253147865	
198.55418313	79.8427962076	43.1039748687	29.9000595652	24.1614799108	
177.283079965	71.1187625327	38.3942337384	26.6330434529	21.521486871	
157.539076964	63.3480134818	34.1991055694	23.722997276	19.1699516107	
2906.33227663	56.4263127016	30.4623562767	21.1309140787	17.0753556416	
124.988181544	50.2609159329	27.1339031373	18.8220545701	15.2096247751	
111.387451263	44.769580463	24.1691308588	16.7654716719	13.5477524775	
99.1658617263	39.8775243713	21.5283009883	14.9336006133	12.0674632259	
88.3296032145	35.5203065748	19.1760195414	13.3018871164	10.7489175623	
78.6779567821	31.6392070788	17.080761231	11.8484625898	9.57444173615	
70.0812701792	28.1821714783	15.2144827169	10.5538461448	8.52829551861	
62.4467517613	25.1028818449	13.5520408639	9.40073766452	7.5964589323	
55.5990697969	22.3599724255	12.0712830539	8.37352329003	6.76643362507	
49.5252035976	20.0160590006	10.7523199328	7.45859410844	6.02710069989	
44.2073618229	17.7406184687	9.57747242893	6.64363483075	5.36860693371	
41.8643163055	15.802176979	8.53185742757	5.91772094596	4.78195839937	
35.2291865267	14.0758065293	7.59885901564	5.27112350805	4.25945944422	
31.1664628702	12.5375869726	6.76860297254	4.69517661734	3.79405295621	
27.7539997087	11.167645851	6.02901145423	4.18216187317	3.37949528847	
24.7252158255	9.94845275713	5.37025092938	3.72519830695	3.01737923577	
22.0109024756	8.86050532885	4.78395384295	3.31816639709	2.68132456956	
19.6921248214	7.89230627493	4.26080774602	2.95560828951	2.38835187954	
20.1463220634	7.02991790536	3.79525211012	2.6326656044	2.12739147465	
15.7459805617	6.26190737633	3.38060844979	2.34501242255	1.89494869655	
13.8172432644	5.57843327385	3.01286944366	2.08878384101	1.68819018137	
12.2671078409	4.96801995824	2.68810014626	1.86055172688	1.53421020101	
12.7185124017	4.42520341092	2.40016310206	1.65725898656	1.33917969109	
10.0854259439	3.97177593699	2.14789699073	1.47618212637	1.19285032819	
9.9373934711	17.2897878594	1.92227675042	1.31488511612	1.06369542845	
7.8963548593	3.12755436679	1.7208029996	1.17121332013	0.946422383145	
6.69817903377	2.80147860267	1.54317742616	1.04324022993	0.843026199159	
