7.0148464747e+17	6.99715005275e+17	191100826707.0	132717880939.0	9.18271183473e+12	1.21586751905e+12	1.85066528409e+13	795815713458.0	1.22256715471e+13	1.24897022851e+12	
1.11696193396e+18	1.11414416314e+18	304286558159.0	211324398189.0	1.46214740506e+13	1.93600492956e+12	2.94678248809e+13	1.26716366721e+12	1.94667264415e+13	1.98871380426e+12	
1.77851926826e+18	1.77403258027e+18	484510250802.0	336488203049.0	2.32803921471e+13	3.08251779617e+12	4.6921110515e+13	2.01768290365e+12	3.09965335554e+13	3.1665947714e+12	
2.75376585582e+18	2.74676262486e+18	771187370321.0	535582997911.0	3.57472001123e+13	4.73322735477e+12	7.47116769175e+13	3.21272176989e+12	4.93552470336e+13	5.04211436799e+12	
3.93183798889e+18	3.92190151605e+18	1.17444572637e+12	815642318428.0	5.05845133881e+13	6.69781067885e+12	1.18962117617e+14	5.11556159399e+12	7.85875106126e+13	8.0284719502e+12	
5.23512183374e+18	5.22260378149e+18	1.6486230374e+12	1.14495451067e+12	6.6846897355e+13	8.8510823776e+12	1.89421332942e+14	8.14542070439e+12	1.2513354092e+14	1.27835977431e+13	
6.59922469091e+18	6.58463325036e+18	2.1672055759e+12	1.50510655987e+12	8.41843141619e+13	1.11466924663e+13	3.01612329135e+14	1.29698132321e+13	1.99247984077e+14	2.03551027234e+13	
8.0320519619e+18	8.01574894858e+18	2.71480277402e+12	1.88540935946e+12	1.01857599744e+14	1.34867699132e+13	4.76599454372e+14	2.04945404577e+13	3.17259136653e+14	3.24110798231e+13	
9.47962185506e+18	9.46223054231e+18	3.28218435101e+12	2.27945242576e+12	1.19972091705e+14	1.58852605657e+13	7.02755198955e+14	3.02196008544e+13	5.05166264323e+14	5.1607604716e+13	
1.09862104671e+19	1.09681790977e+19	3.85174547033e+12	2.67500961234e+12	1.38395727884e+14	1.83246779844e+13	9.59526589919e+14	4.12611718325e+13	7.96351434752e+14	8.1354980163e+13	
1.2481254327e+19	1.24624557707e+19	4.43021483311e+12	3.07675332599e+12	1.57329426168e+14	2.08316234915e+13	1.23532081245e+15	5.31207343812e+13	1.1675320919e+15	1.1927466595e+14	
1.38850610646e+19	1.38659665972e+19	5.01455171501e+12	3.48257010841e+12	1.76056102786e+14	2.33111526355e+13	1.5228553958e+15	6.54851244608e+13	1.58719297028e+15	1.6214702575e+14	
1.54471159048e+19	1.54282218526e+19	5.58931378219e+12	3.88173812823e+12	1.93920508199e+14	2.56765050166e+13	1.81635525057e+15	7.81060017341e+13	2.03878907978e+15	2.08281789013e+14	
1.69254455573e+19	1.69054879113e+19	6.20521339077e+12	4.30947387143e+12	2.12356719155e+14	2.8117560364e+13	2.12299199247e+15	9.12917423651e+13	2.50744292674e+15	2.56159064012e+14	
1.840690001e+19	1.83879408887e+19	6.75150041211e+12	4.6888648657e+12	2.31925054054e+14	3.07085094149e+13	2.42129324305e+15	1.04119024029e+14	2.98628112905e+15	3.05076653516e+14	
1.99326604344e+19	1.99134824521e+19	7.35311601877e+12	5.10667720738e+12	2.49264425813e+14	3.3004320173e+13	2.72707143626e+15	1.17267779222e+14	3.47192145421e+15	3.5468901415e+14	
2.12855208255e+19	2.12661365648e+19	7.9003524307e+12	5.48672592421e+12	2.66993678555e+14	3.53517457235e+13	3.02948900858e+15	1.30271993132e+14	3.96350400176e+15	4.0490829411e+14	
2.27580047567e+19	2.27391511779e+19	8.42436175438e+12	5.85064129481e+12	2.86255739001e+14	3.79021209554e+13	3.32861134154e+15	1.43134468157e+14	4.46531565327e+15	4.56172398796e+14	
2.40128914613e+19	2.3994106264e+19	9.05441346509e+12	6.2882006223e+12	2.99504731525e+14	3.96563184163e+13	3.64849393556e+15	1.56889606322e+14	4.96751493556e+15	5.07475971742e+14	
2.54098642367e+19	2.53915037911e+19	9.56028829756e+12	6.63951968824e+12	3.16746713482e+14	4.19392356412e+13	3.92663591978e+15	1.68849844273e+14	5.44312037431e+15	5.56062658972e+14	
2.56837815121e+19	2.56696085715e+19	9.93835654845e+12	6.90208258471e+12	3.18583201679e+14	4.21823611016e+13	4.22895655241e+15	1.81849725868e+14	5.93082599608e+15	6.0588530094e+14	
2.63100632066e+19	2.62981772984e+19	1.00991229456e+13	7.01373282182e+12	3.29262101795e+14	4.35962882823e+13	4.50244243903e+15	1.93609639786e+14	6.44647688838e+15	6.58562594831e+14	
2.693436079e+19	2.69232124119e+19	1.0378642506e+13	7.2078619254e+12	3.35647213002e+14	4.44417110204e+13	4.7598232722e+15	2.04676986717e+14	6.91992933968e+15	7.06928854402e+14	
2.70748316398e+19	2.70685124945e+19	1.05873343129e+13	7.35279743705e+12	3.3315161724e+14	4.41112516132e+13	5.12210033463e+15	2.20255010329e+14	7.35968511367e+15	7.51852486381e+14	
2.6723532543e+19	2.67193907635e+19	1.06065838451e+13	7.36616822987e+12	3.37526078253e+14	4.46904166583e+13	5.1873546274e+15	2.23060822419e+14	7.81559886997e+15	7.98426639437e+14	
2.69447133495e+19	2.69416382855e+19	1.05452072952e+13	7.3235431375e+12	3.32531659829e+14	4.40291280191e+13	5.30867284656e+15	2.28277424797e+14	8.34572801493e+15	8.5258293653e+14	
2.69875907358e+19	2.69867014682e+19	1.06643529982e+13	7.40628695607e+12	3.36760737763e+14	4.45890602369e+13	5.47717142856e+15	2.35522947594e+14	8.52557927899e+15	8.70955186937e+14	
2.68098978716e+19	2.68093829759e+19	1.05231416446e+13	7.30821397035e+12	3.35959079571e+14	4.44829141038e+13	5.46884168439e+15	2.35164661526e+14	8.61948371212e+15	8.80547699509e+14	
