0.5	5e-6	6000	1e-6	1e-31
19	6e-6	50	1e-6	1e-31
156	4.87e-6	39	1e-6	1e-31
549	13.9e-6	8	1e-6	1e-31
1289	21.8e-6	9	1e-6	1e-31
