7.00993604712e+25	6.99225201275e+25	1.90967055174e+19	1.3262497776e+19	9.17628389056e+20	1.21501640571e+20	1.84936980914e+21	7.95258638483e+19	1.22171135159e+21	1.24809594311e+20	
1.408459481e+26	1.40490634647e+26	3.83697308522e+19	2.6647448149e+19	1.84372923792e+21	2.44125105378e+20	3.71581484347e+21	1.59785989728e+20	2.45470275996e+21	2.50771555185e+20	
2.82992325866e+26	2.82278418352e+26	7.70937291641e+19	5.35409320026e+19	3.7043019091e+21	4.9048042168e+20	7.46593777972e+21	3.21047282396e+20	4.93206977354e+21	5.03858482405e+20	
5.52908405717e+26	5.51502278447e+26	1.54841043778e+20	1.07535773558e+20	7.17741756481e+21	9.50349930839e+20	1.50008084695e+22	6.4505879033e+20	9.90967728555e+21	1.01236908387e+21	
9.96166406319e+26	9.93648911837e+26	2.9755635455e+20	2.0665029421e+20	1.28160399944e+22	1.69695038631e+21	3.01401190817e+22	1.29607339463e+21	1.99108504088e+22	2.03408534977e+21	
1.67368284012e+27	1.66968078441e+27	5.27069316657e+20	3.6604510422e+20	2.13711368277e+22	2.82971536526e+21	6.05585208074e+22	2.60411338867e+21	4.0005536989e+22	4.08695133699e+21	
2.66225329724e+27	2.6563668314e+27	8.74292126798e+20	6.07188736464e+20	3.3961560403e+22	4.49678866254e+21	1.21676174905e+23	5.23227040433e+21	8.03804427673e+22	8.21163725726e+21	
4.0887734464e+27	4.08047428097e+27	1.38198975147e+21	9.59781107134e+20	5.18513390006e+22	6.86553659768e+21	2.42616357918e+23	1.04328922693e+22	1.61503030574e+23	1.64990917861e+22	
6.08930348363e+27	6.07813204843e+27	2.10833479522e+21	1.46422270943e+21	7.70649385734e+22	1.0204011719e+22	4.51419871654e+23	1.941177861e+22	3.24497194106e+23	3.31505171813e+22	
8.90501321618e+27	8.89039765935e+27	3.12208148763e+21	2.168263208e+21	1.12178424904e+23	1.48533017933e+22	7.7775653307e+23	3.34447698396e+22	6.45492826885e+23	6.59433182825e+22	
1.27660018432e+28	1.27467744164e+28	4.53128581822e+21	3.14694642075e+21	1.60918741966e+23	2.13068764503e+22	1.26350343929e+24	5.43326315816e+22	1.19416818588e+24	1.219957999e+23	
1.79206777477e+28	1.78960335784e+28	6.47200360994e+21	4.49475996948e+21	2.27225841419e+23	3.0086411026e+22	1.96546494665e+24	8.45180159652e+22	2.04850188354e+24	2.0927416759e+23	
2.51572941634e+28	2.51265231617e+28	9.10280028041e+21	6.32182917243e+21	3.15820461187e+23	4.18169575324e+22	2.95813041251e+24	1.27204047258e+23	3.32038789203e+24	3.39209355802e+23	
3.47829483893e+28	3.47419340615e+28	1.27521379797e+22	8.85626359123e+21	4.36407583923e+23	5.77835099028e+22	4.36289376577e+24	1.87610775285e+23	5.15296673368e+24	5.26424398861e+23	
4.77327540176e+28	4.76835892436e+28	1.75079838672e+22	1.21591595072e+22	6.01427809658e+23	7.96332747692e+22	6.27889512692e+24	2.70001345138e+23	7.74402112698e+24	7.91124461525e+23	
6.52244375165e+28	6.51616825666e+28	2.40611562063e+22	1.67102705395e+22	8.15652883873e+23	1.07998037993e+23	8.92363069562e+24	3.83728251617e+23	1.13609582975e+25	1.16062737924e+24	
8.78897192781e+28	8.78096800232e+28	3.26212246825e+22	2.26551563003e+22	1.10243952449e+24	1.4597035389e+23	1.25090168431e+25	5.37904099227e+23	1.63656439008e+25	1.67190065935e+24	
1.18575751339e+29	1.18477518771e+29	4.38933480884e+22	3.04835241388e+22	1.49147474439e+24	1.97480953084e+23	1.73430225963e+25	7.45771753092e+23	2.32655790442e+25	2.37678942007e+24	
1.57874781997e+29	1.57751277132e+29	5.95290056682e+22	4.13423058193e+22	1.96911914056e+24	2.60723813076e+23	2.39873313725e+25	1.03148396084e+24	3.26593462841e+25	3.33644361557e+24	
2.10802222157e+29	2.10649902464e+29	7.93128998571e+22	5.50819749094e+22	2.62775552207e+24	3.47931180835e+23	3.25756788695e+25	1.40079152144e+24	4.51565525768e+25	4.61313933352e+24	
2.6886424039e+29	2.68715874507e+29	1.0403719884e+23	7.22527245599e+22	3.3350085337e+24	4.41575492694e+23	4.42697735368e+25	1.90364835442e+24	6.2085367981e+25	6.34255867361e+24	
3.47529724653e+29	3.47372723646e+29	1.33399353281e+23	9.26444234365e+22	4.34922435104e+24	5.7586353722e+23	5.94727792485e+25	2.55739046601e+24	8.51515376609e+25	8.69895581211e+24	
4.48915260153e+29	4.48729450023e+29	1.7298093825e+23	1.20133506661e+23	5.59423544962e+24	7.40710441206e+23	7.93320219915e+25	3.41135338075e+24	1.15334531381e+26	1.17823902731e+25	
5.69374203719e+29	5.69241314312e+29	2.22647923506e+23	1.54626748617e+23	7.0060615448e+24	9.27644134466e+23	1.07715971726e+26	4.63188553819e+24	1.54771594038e+26	1.58111938217e+25	
7.09053555171e+29	7.08943661637e+29	2.81423721639e+23	1.95446008606e+23	8.95555500993e+24	1.18576759127e+24	1.37635704957e+26	5.91845665991e+24	2.07370719258e+26	2.11845962478e+25	
9.01941127213e+29	9.0183819323e+29	3.52987839626e+23	2.45146595807e+23	1.11310881734e+25	1.47382088801e+24	1.77701291869e+26	7.64130592774e+24	2.79362976907e+26	2.85391648017e+25	
1.13955312336e+30	1.13951557397e+30	4.50303136975e+23	3.12731044277e+23	1.42197484133e+25	1.88277654564e+24	2.31273990691e+26	9.94497482868e+24	3.59993249897e+26	3.67761506872e+25	
