2255.04877438	906.800682765	489.546157105	339.584952224	274.409994954	
2203.66685512	886.138953602	478.391699478	331.847401859	268.157462166	
2153.45623297	865.94800426	467.491397208	324.286159693	262.047420147	
2104.38995101	846.217114637	456.839464003	316.897204304	256.076591839	
2056.43931673	826.93580399	446.43023713	309.676604567	250.241811119	
2009.58825119	808.093826274	436.258188207	302.620527076	244.539976796	
1963.79378538	789.681165008	426.317914642	295.725226265	238.968064699	
1919.04815338	771.688034979	416.604128871	288.98704222	233.52310145	
1875.32202623	754.104893148	407.111679242	282.402379446	228.202200135	
1832.60172734	736.922516027	397.835514689	275.967757095	223.002547889	
1790.83667239	720.131381027	388.770713548	269.679765288	217.921366756	
1750.03135002	703.722964505	379.912457281	263.535015762	212.955960784	
1710.15633635	687.68843051	371.256036616	257.53028946	208.103693774	
1671.18991126	672.019237081	362.796854332	251.662380242	203.36199193	
1633.11133707	656.707079055	354.530419158	245.928176963	198.728322819	
1595.90039601	641.743809791	346.452335028	240.324630279	194.200240223	
1559.53742087	627.121483054	338.558313304	234.848760561	189.775329872	
1524.00355125	612.832329472	330.844159677	229.49766237	185.451242612	
1489.27799933	598.868759916	323.305774411	224.268491058	181.22567981	
1455.34428506	585.223352794	315.939155227	219.158463699	177.096398504	
1422.18751554	571.888859837	308.74038583	214.164870876	173.061201238	
1389.77892946	558.858219479	301.705642774	209.285058544	169.117947869	
1358.11276724	546.1244462	294.83118759	204.516432566	165.264546764	
1327.16741824	533.680837736	288.113370256	199.85646613	161.498942292	
1296.93288801	521.520760517	281.548619886	195.302678184	157.81914041	
1267.37657817	509.637749433	275.133450414	190.852645244	154.223184768	
1238.50000918	498.025501695	268.864450817	186.504010249	150.709161064	
1210.27966118	486.677835543	262.738293842	182.254461227	147.275208621	
1182.70305931	475.593268166	256.751720422	178.101737611	143.919496312	
1155.75792885	464.752307758	250.901554514	174.043635813	140.640247094	
1129.42053177	454.162777978	245.184701235	170.077998994	137.435716615	
1103.68620389	443.814539664	239.598079326	166.202719222	134.30420329	
1078.53850949	433.702093172	234.138764897	162.415740509	131.24404152	
1053.96354843	423.820060421	228.803841732	158.715049995	128.253612097	
1029.94949868	414.163189118	223.590476977	155.098678207	125.331309115	
1006.48097012	404.726355693	218.495900393	151.5647079	122.475596738	
983.548012779	395.504544419	213.517404874	148.111258425	119.684952911	
961.137558835	386.492851568	208.65234621	144.736498994	116.957897433	
939.238373577	377.686545841	203.898139336	141.438634882	114.292974306	
917.837355321	369.080796029	199.252261081	138.215911952	111.688794144	
896.923835055	360.671176006	194.712235564	135.066621922	109.14391286	
876.487037863	352.45317503	190.275657674	131.9890871	106.657034655	
856.516016736	344.422422823	185.940169242	128.981675335	104.226821498	
837.000034824	336.574652391	181.703466371	126.042789082	101.851982422	
818.103382662	328.905708678	177.563297381	123.170866371	99.5312529213	
799.291973012	321.411507354	173.517463956	120.364380153	97.263403659	
781.080018999	314.088023113	169.563816514	117.621842255	95.0472275396	
763.286679146	306.931432094	165.700253375	114.941792397	92.8815483704	
745.891110649	299.937907515	161.924722802	112.322809433	90.7652137689	
728.895723596	293.103730124	158.235219129	109.763499174	88.69710037	
712.287616276	286.425273642	154.629781323	107.262505552	86.6761106282	
696.063884458	279.898986799	151.106495284	104.818496229	84.7011682885	
680.198030311	273.521485946	147.66348803	102.430175235	82.7712273955	
664.700183484	267.289135973	144.298930601	100.09627213	80.8852594982	
649.554105702	261.19887181	141.011035988	97.8155487364	79.0422646124	
634.755299714	255.247376176	137.798056561	95.586791396	77.2412628159	
620.290752379	249.431487204	134.658285887	93.4088174692	75.4812968011	
606.15763064	243.748115563	131.590056064	91.280471757	73.7614329044	
592.34615919	238.194240345	128.591739577	89.2006165622	72.0807593857	
578.849252752	232.766929776	125.661735286	87.1681531361	70.4383745994	
565.660529767	227.46324766	122.798494925	85.1820007136	68.8335121925	
552.805992533	222.280428679	120.000493517	83.2411030715	67.2650613851	
540.175957253	217.215703531	117.266245802	81.3444290093	65.7323704888	
527.868390366	212.266376194	114.594299129	79.4909714282	64.2346383568	
515.840688014	207.429848909	111.983233121	77.6797456155	62.77103349	
504.086695561	202.703471015	109.431661355	75.9097890017	61.3407799142	
492.605312146	198.084811026	106.938227643	74.180161538	59.9431072857	
481.376769163	193.571388613	104.501607793	72.4899439918	58.577285414	
470.408462386	189.164571663	102.120506889	70.8382386895	57.2425842554	
459.69257774	184.850719691	99.7936602697	69.224167846	55.9382952544	
449.216035602	180.638840277	97.5202427836	67.6468743484	54.6637234445	
438.980339329	176.522962055	95.2978126297	66.1055198471	53.4181946725	
428.97799967	172.500801736	93.1264229974	64.5992855935	52.2010443588	
419.203627546	168.570317621	91.0045098866	63.1273712636	51.0116279242	
409.66193732	164.72939208	88.9309444771	61.6889949114	49.8493235016	
400.317869608	160.975983766	86.9046254053	60.283392631	48.7134845862	
391.246895654	157.308146762	84.9244772322	58.9098169978	47.6035295685	
382.28316141	153.746735089	82.9894472469	57.5675391609	46.5188686371	
373.572478123	150.221140459	81.0985076302	56.2558455968	45.4589224005	
365.060666989	146.798305921	79.2506535216	54.9740389659	44.4231266479	
356.761034513	143.453463341	77.4449032889	53.7214385594	43.4109327451	
348.61396226	140.18483517	75.6802980267	52.4973795255	42.4218009592	
340.670698082	136.990681582	73.9558993775	51.3012107395	41.4552075679	
332.908772398	133.869306276	72.2707917271	50.1322970364	40.5106377765	
325.32296537	130.819051341	70.6240797909	48.9900174535	39.5875908225	
317.910381332	127.838319799	69.0148887127	47.8737651817	38.6855754876	
310.667543528	124.925464748	67.4423639664	46.7829468495	37.804113059	
303.594377987	122.07900151	65.9056688952	45.716983268	36.942734835	
296.670607497	119.297397399	64.4039881892	44.6753079323	36.1009838855	
289.910962297	116.579166323	62.9365238364	43.6573674744	35.278411454	
283.305175175	113.923077478	61.5024961079	42.662621056	34.4745824594	
276.861163954	111.327202492	60.1011430432	41.6905404344	33.6890692229	
270.542896557	108.790484818	58.7317203113	40.7406088683	32.9214527526	
264.377362432	106.311716743	57.3935015637	39.8123217479	32.1713276138	
258.35354783	103.889449103	56.0857719338	38.9051859425	31.4382940865	
252.476497474	101.522184292	54.807840679	38.0187194764	30.7219629983	
246.714188868	99.2089951183	53.5590273867	37.1524513675	30.021953744	
241.093300049	96.9484478079	52.3386687439	36.3059215156	29.3379015482	
235.613611278	94.7394477206	51.1461162976	35.4786801662	28.6694217166	
230.436326103	92.5807809564	49.9807365312	34.6702876342	28.016180271	
224.996347242	90.4712998282	48.8419102647	33.8803146756	27.3778231115	
219.858986446	88.4109004049	47.7290326028	33.1083487064	26.7540115737	
214.849197931	86.3954372478	46.6415121395	32.3539577108	26.1444127691	
210.00945867	84.4268925806	45.5787711264	31.6167632015	25.5487043157	
205.939911646	82.5032150504	44.5402460823	30.8963719726	24.9665693298	
200.512425998	80.6233423305	43.5253820408	30.1923824666	24.3976990524	
195.9324136	78.7863245561	42.5336431177	29.5044399957	23.8417896153	
191.467154897	76.9911417239	41.5645011224	28.8321724209	23.298549733	
187.116846105	75.2368864516	40.6174412807	28.1752224946	22.7676827053	
182.836719169	73.52260527	39.6919622223	27.5332449527	22.2489162266	
178.69877804	71.8473518649	38.7875672991	26.9058882548	21.7419968743	
174.602988119	70.2102882477	37.9037812612	26.2928296477	21.2465686315	
